gene_id_base	gene_name	transcript_id	region	clip_points	region_length	rna_control_reads
ENSMUSG00000062713	Sim2	ENSMUST00000072182.9	3utr	0	1143	0
ENSMUSG00000062713	Sim2	ENSMUST00000072182.9	5utr	1	885	0
ENSMUSG00000062713	Sim2	ENSMUST00000072182.9	cds	0	1971	0
ENSMUSG00000062727	H2bc12	ENSMUST00000110455.4	3utr	107	81	1
ENSMUSG00000062727	H2bc12	ENSMUST00000110455.4	5utr	14	17	2
ENSMUSG00000062727	H2bc12	ENSMUST00000110455.4	cds	161	378	64
ENSMUSG00000062729	Ppox	ENSMUST00000073120.11	3utr	0	68	0
ENSMUSG00000062729	Ppox	ENSMUST00000073120.11	5utr	5	322	32
ENSMUSG00000062729	Ppox	ENSMUST00000073120.11	cds	47	1431	115
ENSMUSG00000062732	Lypd4	ENSMUST00000079306.11	3utr	0	74	0
ENSMUSG00000062732	Lypd4	ENSMUST00000079306.11	5utr	0	533	0
ENSMUSG00000062732	Lypd4	ENSMUST00000079306.11	cds	8	738	0
ENSMUSG00000062737	Prl3d2	ENSMUST00000164964.4	3utr	0	3	0
ENSMUSG00000062737	Prl3d2	ENSMUST00000164964.4	cds	0	672	0
ENSMUSG00000062743	Zfp677	ENSMUST00000162659.2	3utr	0	681	2
ENSMUSG00000062743	Zfp677	ENSMUST00000162659.2	5utr	4	334	0
ENSMUSG00000062743	Zfp677	ENSMUST00000162659.2	cds	75	1902	3
ENSMUSG00000062751	Prss1	ENSMUST00000031910.8	3utr	0	56	0
ENSMUSG00000062751	Prss1	ENSMUST00000031910.8	5utr	0	11	0
ENSMUSG00000062751	Prss1	ENSMUST00000031910.8	cds	1	738	0
ENSMUSG00000062753	AI413582	ENSMUST00000154473.9	3utr	0	381	9
ENSMUSG00000062753	AI413582	ENSMUST00000154473.9	5utr	0	175	2
ENSMUSG00000062753	AI413582	ENSMUST00000154473.9	cds	0	306	12
ENSMUSG00000062757	Olfr1206	ENSMUST00000216950.2	3utr	0	2226	0
ENSMUSG00000062757	Olfr1206	ENSMUST00000216950.2	5utr	0	156	0
ENSMUSG00000062757	Olfr1206	ENSMUST00000216950.2	cds	0	921	0
ENSMUSG00000062760	Shisal1	ENSMUST00000189248.7	3utr	1	4348	2
ENSMUSG00000062760	Shisal1	ENSMUST00000189248.7	5utr	0	291	0
ENSMUSG00000062760	Shisal1	ENSMUST00000189248.7	cds	0	657	0
ENSMUSG00000062761	Zfp512	ENSMUST00000076264.8	3utr	241	1500	151
ENSMUSG00000062761	Zfp512	ENSMUST00000076264.8	5utr	2	113	3
ENSMUSG00000062761	Zfp512	ENSMUST00000076264.8	cds	207	1686	147
ENSMUSG00000062762	Ei24	ENSMUST00000163192.11	3utr	387	951	264
ENSMUSG00000062762	Ei24	ENSMUST00000163192.11	5utr	123	338	57
ENSMUSG00000062762	Ei24	ENSMUST00000163192.11	cds	666	1020	356
ENSMUSG00000062773	Tex101	ENSMUST00000078001.7	3utr	12	169	0
ENSMUSG00000062773	Tex101	ENSMUST00000078001.7	5utr	0	140	0
ENSMUSG00000062773	Tex101	ENSMUST00000078001.7	cds	32	750	2
ENSMUSG00000062778	Chia1	ENSMUST00000079132.12	3utr	0	106	0
ENSMUSG00000062778	Chia1	ENSMUST00000079132.12	5utr	0	156	0
ENSMUSG00000062778	Chia1	ENSMUST00000079132.12	cds	0	1419	0
ENSMUSG00000062782	Olfr527	ENSMUST00000214858.2	3utr	0	1773	0
ENSMUSG00000062782	Olfr527	ENSMUST00000214858.2	5utr	0	674	0
ENSMUSG00000062782	Olfr527	ENSMUST00000214858.2	cds	0	915	1
ENSMUSG00000062785	Kcnc3	ENSMUST00000107906.6	3utr	42	2752	23
ENSMUSG00000062785	Kcnc3	ENSMUST00000107906.6	cds	17	2310	43
ENSMUSG00000062791	Gm382	ENSMUST00000096332.2	3utr	0	43	0
ENSMUSG00000062791	Gm382	ENSMUST00000096332.2	5utr	0	277	0
ENSMUSG00000062791	Gm382	ENSMUST00000096332.2	cds	0	3750	0
ENSMUSG00000062793	Olfr1158	ENSMUST00000102622.2	3utr	0	3	0
ENSMUSG00000062793	Olfr1158	ENSMUST00000102622.2	cds	0	939	0
ENSMUSG00000062794	Zfp599	ENSMUST00000086281.5	3utr	242	1794	57
ENSMUSG00000062794	Zfp599	ENSMUST00000086281.5	5utr	6	136	15
ENSMUSG00000062794	Zfp599	ENSMUST00000086281.5	cds	47	1644	76
ENSMUSG00000062797	Hikeshi	ENSMUST00000153470.9	3utr	80	1427	21
ENSMUSG00000062797	Hikeshi	ENSMUST00000153470.9	5utr	52	206	85
ENSMUSG00000062797	Hikeshi	ENSMUST00000153470.9	cds	161	591	208
ENSMUSG00000062814	Ssxa1	ENSMUST00000072593.9	5utr	0	52	0
ENSMUSG00000062814	Ssxa1	ENSMUST00000072593.9	cds	0	381	0
ENSMUSG00000062818	Vmn1r51	ENSMUST00000174204.3	3utr	0	2174	0
ENSMUSG00000062818	Vmn1r51	ENSMUST00000174204.3	5utr	2	864	0
ENSMUSG00000062818	Vmn1r51	ENSMUST00000174204.3	cds	0	987	0
ENSMUSG00000062822	4833420G17Rik	ENSMUST00000026519.10	3utr	9	203	9
ENSMUSG00000062822	4833420G17Rik	ENSMUST00000026519.10	5utr	18	445	21
ENSMUSG00000062822	4833420G17Rik	ENSMUST00000026519.10	cds	91	1917	127
ENSMUSG00000062825	Actg1	ENSMUST00000071555.13	3utr	4194	703	5049
ENSMUSG00000062825	Actg1	ENSMUST00000071555.13	5utr	36	124	1920
ENSMUSG00000062825	Actg1	ENSMUST00000071555.13	cds	179	1125	12526
ENSMUSG00000062826	Ces2f	ENSMUST00000076384.6	3utr	0	117	0
ENSMUSG00000062826	Ces2f	ENSMUST00000076384.6	5utr	0	23	0
ENSMUSG00000062826	Ces2f	ENSMUST00000076384.6	cds	0	1683	0
ENSMUSG00000062833	Sval3	ENSMUST00000080742.3	3utr	0	118	0
ENSMUSG00000062833	Sval3	ENSMUST00000080742.3	cds	0	432	0
ENSMUSG00000062844	Olfr1458	ENSMUST00000215160.2	3utr	0	789	0
ENSMUSG00000062844	Olfr1458	ENSMUST00000215160.2	5utr	0	204	0
ENSMUSG00000062844	Olfr1458	ENSMUST00000215160.2	cds	0	921	0
ENSMUSG00000062859	Tcp11	ENSMUST00000042692.13	3utr	0	194	2
ENSMUSG00000062859	Tcp11	ENSMUST00000042692.13	5utr	0	94	0
ENSMUSG00000062859	Tcp11	ENSMUST00000042692.13	cds	4	1701	20
ENSMUSG00000062861	Zfp28	ENSMUST00000081022.9	3utr	0	1873	2
ENSMUSG00000062861	Zfp28	ENSMUST00000081022.9	5utr	0	99	0
ENSMUSG00000062861	Zfp28	ENSMUST00000081022.9	cds	19	2475	40
ENSMUSG00000062866	Phactr2	ENSMUST00000105543.9	3utr	0	866	0
ENSMUSG00000062866	Phactr2	ENSMUST00000105543.9	5utr	0	180	0
ENSMUSG00000062866	Phactr2	ENSMUST00000105543.9	cds	37	1689	7
ENSMUSG00000062867	Impdh2	ENSMUST00000081111.14	3utr	15	68	30
ENSMUSG00000062867	Impdh2	ENSMUST00000081111.14	5utr	82	248	227
ENSMUSG00000062867	Impdh2	ENSMUST00000081111.14	cds	245	1542	4216
ENSMUSG00000062868	Olfr830	ENSMUST00000078861.3	3utr	0	3	0
ENSMUSG00000062868	Olfr830	ENSMUST00000078861.3	cds	0	945	0
ENSMUSG00000062873	Olfr1355	ENSMUST00000078414.8	3utr	0	2163	0
ENSMUSG00000062873	Olfr1355	ENSMUST00000078414.8	5utr	0	224	0
ENSMUSG00000062873	Olfr1355	ENSMUST00000078414.8	cds	0	930	0
ENSMUSG00000062878	Olfr298	ENSMUST00000217110.2	3utr	0	2232	0
ENSMUSG00000062878	Olfr298	ENSMUST00000217110.2	5utr	0	321	0
ENSMUSG00000062878	Olfr298	ENSMUST00000217110.2	cds	0	996	0
ENSMUSG00000062892	Olfr1450	ENSMUST00000213925.2	3utr	0	1841	0
ENSMUSG00000062892	Olfr1450	ENSMUST00000213925.2	5utr	0	259	0
ENSMUSG00000062892	Olfr1450	ENSMUST00000213925.2	cds	0	975	0
ENSMUSG00000062901	Klhl24	ENSMUST00000023509.5	3utr	622	6118	647
ENSMUSG00000062901	Klhl24	ENSMUST00000023509.5	5utr	14	254	19
ENSMUSG00000062901	Klhl24	ENSMUST00000023509.5	cds	425	1800	277
ENSMUSG00000062905	Vmn1r32	ENSMUST00000079584.3	3utr	0	705	0
ENSMUSG00000062905	Vmn1r32	ENSMUST00000079584.3	5utr	0	1222	0
ENSMUSG00000062905	Vmn1r32	ENSMUST00000079584.3	cds	0	906	0
ENSMUSG00000062906	Hdac10	ENSMUST00000082197.12	3utr	0	162	1
ENSMUSG00000062906	Hdac10	ENSMUST00000082197.12	5utr	0	252	3
ENSMUSG00000062906	Hdac10	ENSMUST00000082197.12	cds	13	1998	28
ENSMUSG00000062908	Acadm	ENSMUST00000072697.13	3utr	1072	577	157
ENSMUSG00000062908	Acadm	ENSMUST00000072697.13	5utr	6	207	14
ENSMUSG00000062908	Acadm	ENSMUST00000072697.13	cds	873	1263	644
ENSMUSG00000062914	Olfr777	ENSMUST00000204573.3	3utr	13	3982	0
ENSMUSG00000062914	Olfr777	ENSMUST00000204573.3	5utr	0	492	0
ENSMUSG00000062914	Olfr777	ENSMUST00000204573.3	cds	0	933	0
ENSMUSG00000062929	Cfl2	ENSMUST00000078124.8	3utr	565	2311	100
ENSMUSG00000062929	Cfl2	ENSMUST00000078124.8	5utr	0	131	14
ENSMUSG00000062929	Cfl2	ENSMUST00000078124.8	cds	144	498	63
ENSMUSG00000062931	Zfp938	ENSMUST00000041264.15	3utr	0	198	0
ENSMUSG00000062931	Zfp938	ENSMUST00000041264.15	5utr	11	100	13
ENSMUSG00000062931	Zfp938	ENSMUST00000041264.15	cds	140	1737	54
ENSMUSG00000062937	Mtap	ENSMUST00000058030.10	3utr	419	1578	119
ENSMUSG00000062937	Mtap	ENSMUST00000058030.10	5utr	0	370	59
ENSMUSG00000062937	Mtap	ENSMUST00000058030.10	cds	298	849	298
ENSMUSG00000062939	Stat4	ENSMUST00000027277.7	3utr	9	251	9
ENSMUSG00000062939	Stat4	ENSMUST00000027277.7	5utr	14	487	2
ENSMUSG00000062939	Stat4	ENSMUST00000027277.7	cds	65	2244	119
ENSMUSG00000062944	9130023H24Rik	ENSMUST00000078816.5	3utr	3	1951	1
ENSMUSG00000062944	9130023H24Rik	ENSMUST00000078816.5	5utr	0	612	1
ENSMUSG00000062944	9130023H24Rik	ENSMUST00000078816.5	cds	6	1011	1
ENSMUSG00000062949	Atp11c	ENSMUST00000101527.3	3utr	194	2507	38
ENSMUSG00000062949	Atp11c	ENSMUST00000101527.3	5utr	1	150	6
ENSMUSG00000062949	Atp11c	ENSMUST00000101527.3	cds	717	3387	119
ENSMUSG00000062952	Tas2r110	ENSMUST00000082014.2	3utr	0	3	0
ENSMUSG00000062952	Tas2r110	ENSMUST00000082014.2	cds	0	999	0
ENSMUSG00000062960	Kdr	ENSMUST00000113516.2	3utr	5	1599	1
ENSMUSG00000062960	Kdr	ENSMUST00000113516.2	5utr	0	290	0
ENSMUSG00000062960	Kdr	ENSMUST00000113516.2	cds	50	4035	2
ENSMUSG00000062961	Ccdc177	ENSMUST00000073251.8	3utr	5	3338	1
ENSMUSG00000062961	Ccdc177	ENSMUST00000073251.8	5utr	0	319	1
ENSMUSG00000062961	Ccdc177	ENSMUST00000073251.8	cds	3	2118	2
ENSMUSG00000062963	Ufc1	ENSMUST00000080001.9	3utr	409	331	76
ENSMUSG00000062963	Ufc1	ENSMUST00000080001.9	5utr	0	175	30
ENSMUSG00000062963	Ufc1	ENSMUST00000080001.9	cds	292	501	242
ENSMUSG00000062980	Cped1	ENSMUST00000115383.9	3utr	0	1717	0
ENSMUSG00000062980	Cped1	ENSMUST00000115383.9	5utr	0	895	0
ENSMUSG00000062980	Cped1	ENSMUST00000115383.9	cds	0	3078	0
ENSMUSG00000062981	Mrpl42	ENSMUST00000075829.3	3utr	668	129	71
ENSMUSG00000062981	Mrpl42	ENSMUST00000075829.3	5utr	51	111	55
ENSMUSG00000062981	Mrpl42	ENSMUST00000075829.3	cds	89	426	540
ENSMUSG00000062987	Olfr715b	ENSMUST00000215713.2	3utr	0	2167	6
ENSMUSG00000062987	Olfr715b	ENSMUST00000215713.2	5utr	0	767	0
ENSMUSG00000062987	Olfr715b	ENSMUST00000215713.2	cds	0	945	0
ENSMUSG00000062991	Nrg1	ENSMUST00000073884.7	3utr	0	275	0
ENSMUSG00000062991	Nrg1	ENSMUST00000073884.7	5utr	0	674	0
ENSMUSG00000062991	Nrg1	ENSMUST00000073884.7	cds	10	2100	4
ENSMUSG00000062995	Ica1	ENSMUST00000038403.12	3utr	0	152	3
ENSMUSG00000062995	Ica1	ENSMUST00000038403.12	5utr	3	489	11
ENSMUSG00000062995	Ica1	ENSMUST00000038403.12	cds	113	1434	122
ENSMUSG00000062997	Rpl35	ENSMUST00000080861.6	3utr	15	39	551
ENSMUSG00000062997	Rpl35	ENSMUST00000080861.6	5utr	6	538	272
ENSMUSG00000062997	Rpl35	ENSMUST00000080861.6	cds	140	369	4320
ENSMUSG00000063011	Msln	ENSMUST00000075884.8	3utr	0	132	0
ENSMUSG00000063011	Msln	ENSMUST00000075884.8	5utr	0	95	0
ENSMUSG00000063011	Msln	ENSMUST00000075884.8	cds	0	1887	1
ENSMUSG00000063015	Ccni	ENSMUST00000058550.15	3utr	2472	1047	262
ENSMUSG00000063015	Ccni	ENSMUST00000058550.15	5utr	28	626	67
ENSMUSG00000063015	Ccni	ENSMUST00000058550.15	cds	169	1131	416
ENSMUSG00000063019	Manbal	ENSMUST00000081202.6	3utr	166	749	81
ENSMUSG00000063019	Manbal	ENSMUST00000081202.6	5utr	0	103	8
ENSMUSG00000063019	Manbal	ENSMUST00000081202.6	cds	46	255	40
ENSMUSG00000063020	Olfr194	ENSMUST00000216519.2	3utr	0	2614	0
ENSMUSG00000063020	Olfr194	ENSMUST00000216519.2	5utr	0	173	0
ENSMUSG00000063020	Olfr194	ENSMUST00000216519.2	cds	0	918	0
ENSMUSG00000063021	H2ac15	ENSMUST00000074752.4	3utr	7	3	1
ENSMUSG00000063021	H2ac15	ENSMUST00000074752.4	cds	569	390	281
ENSMUSG00000063047	Zfp780b	ENSMUST00000206685.2	3utr	112	1350	36
ENSMUSG00000063047	Zfp780b	ENSMUST00000206685.2	5utr	2	172	7
ENSMUSG00000063047	Zfp780b	ENSMUST00000206685.2	cds	47	2418	107
ENSMUSG00000063049	Ing2	ENSMUST00000080353.3	3utr	149	1491	11
ENSMUSG00000063049	Ing2	ENSMUST00000080353.3	5utr	0	478	24
ENSMUSG00000063049	Ing2	ENSMUST00000080353.3	cds	102	843	84
ENSMUSG00000063052	Lrrc40	ENSMUST00000072080.10	3utr	206	2272	154
ENSMUSG00000063052	Lrrc40	ENSMUST00000072080.10	5utr	0	64	3
ENSMUSG00000063052	Lrrc40	ENSMUST00000072080.10	cds	377	1806	375
ENSMUSG00000063058	Prr23a2	ENSMUST00000071302.3	3utr	0	25	0
ENSMUSG00000063058	Prr23a2	ENSMUST00000071302.3	5utr	0	97	1
ENSMUSG00000063058	Prr23a2	ENSMUST00000071302.3	cds	0	759	6
ENSMUSG00000063060	Sox7	ENSMUST00000079652.7	3utr	8	2076	2
ENSMUSG00000063060	Sox7	ENSMUST00000079652.7	5utr	0	83	0
ENSMUSG00000063060	Sox7	ENSMUST00000079652.7	cds	0	1140	0
ENSMUSG00000063063	Ctnna2	ENSMUST00000159626.8	3utr	0	913	0
ENSMUSG00000063063	Ctnna2	ENSMUST00000159626.8	5utr	0	136	1
ENSMUSG00000063063	Ctnna2	ENSMUST00000159626.8	cds	0	2859	23
ENSMUSG00000063065	Mapk3	ENSMUST00000057669.16	3utr	45	615	172
ENSMUSG00000063065	Mapk3	ENSMUST00000057669.16	5utr	2	45	0
ENSMUSG00000063065	Mapk3	ENSMUST00000057669.16	cds	81	1140	380
ENSMUSG00000063077	Kif1b	ENSMUST00000060537.13	3utr	509	4452	173
ENSMUSG00000063077	Kif1b	ENSMUST00000060537.13	5utr	5	333	22
ENSMUSG00000063077	Kif1b	ENSMUST00000060537.13	cds	881	5448	296
ENSMUSG00000063089	Klk1b8	ENSMUST00000072204.5	3utr	0	49	0
ENSMUSG00000063089	Klk1b8	ENSMUST00000072204.5	5utr	0	27	0
ENSMUSG00000063089	Klk1b8	ENSMUST00000072204.5	cds	0	783	0
ENSMUSG00000063106	Olfr1510	ENSMUST00000215928.3	3utr	0	786	0
ENSMUSG00000063106	Olfr1510	ENSMUST00000215928.3	5utr	0	194	0
ENSMUSG00000063106	Olfr1510	ENSMUST00000215928.3	cds	0	954	0
ENSMUSG00000063108	Zfp26	ENSMUST00000159569.9	3utr	543	7941	86
ENSMUSG00000063108	Zfp26	ENSMUST00000159569.9	5utr	28	458	8
ENSMUSG00000063108	Zfp26	ENSMUST00000159569.9	cds	271	2877	102
ENSMUSG00000063116	Olfr410	ENSMUST00000214490.2	3utr	8	4004	0
ENSMUSG00000063116	Olfr410	ENSMUST00000214490.2	5utr	0	126	0
ENSMUSG00000063116	Olfr410	ENSMUST00000214490.2	cds	0	945	0
ENSMUSG00000063120	Olfr480	ENSMUST00000217653.3	3utr	0	893	0
ENSMUSG00000063120	Olfr480	ENSMUST00000217653.3	5utr	0	47	0
ENSMUSG00000063120	Olfr480	ENSMUST00000217653.3	cds	0	936	0
ENSMUSG00000063129	Aldoart2	ENSMUST00000080123.2	3utr	0	513	0
ENSMUSG00000063129	Aldoart2	ENSMUST00000080123.2	5utr	0	53	0
ENSMUSG00000063129	Aldoart2	ENSMUST00000080123.2	cds	7	1092	148
ENSMUSG00000063130	Calml3	ENSMUST00000077698.5	3utr	0	861	0
ENSMUSG00000063130	Calml3	ENSMUST00000077698.5	5utr	0	113	0
ENSMUSG00000063130	Calml3	ENSMUST00000077698.5	cds	3	447	0
ENSMUSG00000063133	Klk1b1	ENSMUST00000078835.3	3utr	0	48	0
ENSMUSG00000063133	Klk1b1	ENSMUST00000078835.3	5utr	0	36	0
ENSMUSG00000063133	Klk1b1	ENSMUST00000078835.3	cds	0	783	0
ENSMUSG00000063137	Olfr177	ENSMUST00000217377.2	3utr	0	1267	1
ENSMUSG00000063137	Olfr177	ENSMUST00000217377.2	5utr	0	207	0
ENSMUSG00000063137	Olfr177	ENSMUST00000217377.2	cds	0	927	0
ENSMUSG00000063142	Kcnma1	ENSMUST00000188285.7	3utr	0	643	0
ENSMUSG00000063142	Kcnma1	ENSMUST00000188285.7	5utr	0	80	0
ENSMUSG00000063142	Kcnma1	ENSMUST00000188285.7	cds	4	3717	1
ENSMUSG00000063145	Bbs5	ENSMUST00000074963.9	3utr	42	369	4
ENSMUSG00000063145	Bbs5	ENSMUST00000074963.9	5utr	0	76	3
ENSMUSG00000063145	Bbs5	ENSMUST00000074963.9	cds	64	1023	39
ENSMUSG00000063146	Clip2	ENSMUST00000100647.7	3utr	0	1397	11
ENSMUSG00000063146	Clip2	ENSMUST00000100647.7	5utr	0	456	2
ENSMUSG00000063146	Clip2	ENSMUST00000100647.7	cds	52	3141	54
ENSMUSG00000063157	Csn2	ENSMUST00000197422.5	3utr	0	372	0
ENSMUSG00000063157	Csn2	ENSMUST00000197422.5	5utr	0	264	0
ENSMUSG00000063157	Csn2	ENSMUST00000197422.5	cds	0	693	0
ENSMUSG00000063160	Numbl	ENSMUST00000079258.7	3utr	18	735	28
ENSMUSG00000063160	Numbl	ENSMUST00000079258.7	5utr	0	213	4
ENSMUSG00000063160	Numbl	ENSMUST00000079258.7	cds	23	1812	100
ENSMUSG00000063163	Speer2	ENSMUST00000076500.14	3utr	0	194	0
ENSMUSG00000063163	Speer2	ENSMUST00000076500.14	5utr	0	132	0
ENSMUSG00000063163	Speer2	ENSMUST00000076500.14	cds	0	792	0
ENSMUSG00000063172	Hspb11	ENSMUST00000046558.8	3utr	0	93	0
ENSMUSG00000063172	Hspb11	ENSMUST00000046558.8	5utr	21	86	1
ENSMUSG00000063172	Hspb11	ENSMUST00000046558.8	cds	576	429	6
ENSMUSG00000063173	Olfr811	ENSMUST00000215058.2	3utr	0	952	0
ENSMUSG00000063173	Olfr811	ENSMUST00000215058.2	5utr	14	599	0
ENSMUSG00000063173	Olfr811	ENSMUST00000215058.2	cds	0	957	0
ENSMUSG00000063176	Olfr955	ENSMUST00000220176.2	3utr	0	226	0
ENSMUSG00000063176	Olfr955	ENSMUST00000220176.2	5utr	0	284	0
ENSMUSG00000063176	Olfr955	ENSMUST00000220176.2	cds	0	942	0
ENSMUSG00000063177	Klk1b27	ENSMUST00000079859.7	3utr	0	49	0
ENSMUSG00000063177	Klk1b27	ENSMUST00000079859.7	5utr	0	51	0
ENSMUSG00000063177	Klk1b27	ENSMUST00000079859.7	cds	0	789	0
ENSMUSG00000063179	Pstk	ENSMUST00000075610.13	3utr	0	25	0
ENSMUSG00000063179	Pstk	ENSMUST00000075610.13	5utr	2	33	0
ENSMUSG00000063179	Pstk	ENSMUST00000075610.13	cds	125	1077	80
ENSMUSG00000063188	Olfr107	ENSMUST00000216844.2	3utr	0	1001	0
ENSMUSG00000063188	Olfr107	ENSMUST00000216844.2	5utr	13	2093	18
ENSMUSG00000063188	Olfr107	ENSMUST00000216844.2	cds	0	927	0
ENSMUSG00000063193	Cd300lb	ENSMUST00000106581.5	3utr	0	2115	0
ENSMUSG00000063193	Cd300lb	ENSMUST00000106581.5	cds	0	765	2
ENSMUSG00000063200	Nol7	ENSMUST00000071926.5	3utr	48	1023	22
ENSMUSG00000063200	Nol7	ENSMUST00000071926.5	5utr	0	15	3
ENSMUSG00000063200	Nol7	ENSMUST00000071926.5	cds	531	762	344
ENSMUSG00000063206	Defa34	ENSMUST00000075268.5	3utr	0	96	0
ENSMUSG00000063206	Defa34	ENSMUST00000075268.5	cds	0	279	0
ENSMUSG00000063216	Olfr1351	ENSMUST00000216030.2	3utr	0	1365	0
ENSMUSG00000063216	Olfr1351	ENSMUST00000216030.2	5utr	0	167	0
ENSMUSG00000063216	Olfr1351	ENSMUST00000216030.2	cds	0	957	0
ENSMUSG00000063221	Olfr930	ENSMUST00000217208.3	3utr	0	300	0
ENSMUSG00000063221	Olfr930	ENSMUST00000217208.3	5utr	0	89	0
ENSMUSG00000063221	Olfr930	ENSMUST00000217208.3	cds	0	924	0
ENSMUSG00000063225	Olfr917	ENSMUST00000076542.2	3utr	0	3	0
ENSMUSG00000063225	Olfr917	ENSMUST00000076542.2	cds	0	927	0
ENSMUSG00000063229	Ldha	ENSMUST00000005051.6	3utr	2066	488	2418
ENSMUSG00000063229	Ldha	ENSMUST00000005051.6	5utr	27	282	92
ENSMUSG00000063229	Ldha	ENSMUST00000005051.6	cds	865	996	5068
ENSMUSG00000063230	Olfr535	ENSMUST00000217235.2	3utr	0	3529	0
ENSMUSG00000063230	Olfr535	ENSMUST00000217235.2	5utr	1	721	0
ENSMUSG00000063230	Olfr535	ENSMUST00000217235.2	cds	0	936	0
ENSMUSG00000063232	Serpina11	ENSMUST00000074693.13	3utr	0	105	0
ENSMUSG00000063232	Serpina11	ENSMUST00000074693.13	5utr	0	61	0
ENSMUSG00000063232	Serpina11	ENSMUST00000074693.13	cds	0	1281	0
ENSMUSG00000063234	Gpr84	ENSMUST00000079824.6	3utr	0	226	0
ENSMUSG00000063234	Gpr84	ENSMUST00000079824.6	5utr	0	311	0
ENSMUSG00000063234	Gpr84	ENSMUST00000079824.6	cds	0	1188	1
ENSMUSG00000063235	Ptpmt1	ENSMUST00000111461.13	3utr	49	475	17
ENSMUSG00000063235	Ptpmt1	ENSMUST00000111461.13	5utr	0	262	7
ENSMUSG00000063235	Ptpmt1	ENSMUST00000111461.13	cds	63	579	56
ENSMUSG00000063236	1110038F14Rik	ENSMUST00000071792.7	3utr	255	344	32
ENSMUSG00000063236	1110038F14Rik	ENSMUST00000071792.7	5utr	0	33	3
ENSMUSG00000063236	1110038F14Rik	ENSMUST00000071792.7	cds	33	666	84
ENSMUSG00000063239	Grm4	ENSMUST00000118489.8	3utr	0	341	0
ENSMUSG00000063239	Grm4	ENSMUST00000118489.8	5utr	0	139	0
ENSMUSG00000063239	Grm4	ENSMUST00000118489.8	cds	5	2496	1
ENSMUSG00000063240	Olfr133	ENSMUST00000215078.3	3utr	0	1744	0
ENSMUSG00000063240	Olfr133	ENSMUST00000215078.3	5utr	8	450	0
ENSMUSG00000063240	Olfr133	ENSMUST00000215078.3	cds	0	936	0
ENSMUSG00000063245	Zfp993	ENSMUST00000130825.8	5utr	20	335	306
ENSMUSG00000063245	Zfp993	ENSMUST00000130825.8	cds	0	940	332
ENSMUSG00000063251	Krtap4-1	ENSMUST00000081007.7	3utr	0	452	0
ENSMUSG00000063251	Krtap4-1	ENSMUST00000081007.7	5utr	0	56	0
ENSMUSG00000063251	Krtap4-1	ENSMUST00000081007.7	cds	0	507	0
ENSMUSG00000063253	Scoc	ENSMUST00000212031.2	3utr	3	29	7
ENSMUSG00000063253	Scoc	ENSMUST00000212031.2	5utr	62	134	17
ENSMUSG00000063253	Scoc	ENSMUST00000212031.2	cds	5	246	42
ENSMUSG00000063260	Syt10	ENSMUST00000029441.4	3utr	0	185	0
ENSMUSG00000063260	Syt10	ENSMUST00000029441.4	5utr	0	91	0
ENSMUSG00000063260	Syt10	ENSMUST00000029441.4	cds	3	1569	0
ENSMUSG00000063268	Parp10	ENSMUST00000165738.8	3utr	0	302	0
ENSMUSG00000063268	Parp10	ENSMUST00000165738.8	5utr	0	185	1
ENSMUSG00000063268	Parp10	ENSMUST00000165738.8	cds	0	2880	10
ENSMUSG00000063273	Naa15	ENSMUST00000029303.13	3utr	835	3188	298
ENSMUSG00000063273	Naa15	ENSMUST00000029303.13	5utr	13	307	47
ENSMUSG00000063273	Naa15	ENSMUST00000029303.13	cds	2450	2595	821
ENSMUSG00000063275	Hacd1	ENSMUST00000114753.8	3utr	0	96	2
ENSMUSG00000063275	Hacd1	ENSMUST00000114753.8	5utr	0	153	5
ENSMUSG00000063275	Hacd1	ENSMUST00000114753.8	cds	28	744	33
ENSMUSG00000063277	Gm10128	ENSMUST00000171360.3	cds	0	615	53
ENSMUSG00000063281	Zfp35	ENSMUST00000074941.8	3utr	78	1036	42
ENSMUSG00000063281	Zfp35	ENSMUST00000074941.8	5utr	21	264	17
ENSMUSG00000063281	Zfp35	ENSMUST00000074941.8	cds	363	1740	97
ENSMUSG00000063296	Tmem117	ENSMUST00000080141.6	3utr	5	1096	1
ENSMUSG00000063296	Tmem117	ENSMUST00000080141.6	5utr	0	79	0
ENSMUSG00000063296	Tmem117	ENSMUST00000080141.6	cds	3	1542	2
ENSMUSG00000063297	Luzp2	ENSMUST00000082373.8	3utr	0	3522	0
ENSMUSG00000063297	Luzp2	ENSMUST00000082373.8	5utr	0	344	0
ENSMUSG00000063297	Luzp2	ENSMUST00000082373.8	cds	3	1035	2
ENSMUSG00000063305	Psg20	ENSMUST00000076677.4	3utr	0	3	0
ENSMUSG00000063305	Psg20	ENSMUST00000076677.4	cds	0	1425	0
ENSMUSG00000063316	Rpl27	ENSMUST00000077856.13	3utr	135	45	64
ENSMUSG00000063316	Rpl27	ENSMUST00000077856.13	5utr	124	161	563
ENSMUSG00000063316	Rpl27	ENSMUST00000077856.13	cds	278	408	3947
ENSMUSG00000063317	Usp31	ENSMUST00000046929.7	3utr	984	6166	148
ENSMUSG00000063317	Usp31	ENSMUST00000046929.7	cds	648	4032	195
ENSMUSG00000063320	1190007I07Rik	ENSMUST00000079648.12	3utr	0	274	10
ENSMUSG00000063320	1190007I07Rik	ENSMUST00000079648.12	5utr	0	241	41
