gene_id	gene_id_base	gene_name	transcript_id	chrom	strand	transcript_length	cds_length	utr_length	selection_score
ENSMUSG00000050926.6	ENSMUSG00000050926	Dcaf12l2	ENSMUST00000115057.2	chrX	-	2885	1407	1478	0|1|1|1|1407|2885
ENSMUSG00000051038.11	ENSMUSG00000051038	Rhox11	ENSMUST00000054147.11	chrX	-	811	618	193	1|1|1|1|618|811
ENSMUSG00000051159.17	ENSMUSG00000051159	Cited1	ENSMUST00000101336.10	chrX	-	1090	609	481	1|1|1|1|609|1090
ENSMUSG00000051209.4	ENSMUSG00000051209	Gpr119	ENSMUST00000053970.4	chrX	-	2269	1005	1264	1|1|1|1|1005|2269
ENSMUSG00000051220.3	ENSMUSG00000051220	Ercc6l	ENSMUST00000056904.3	chrX	-	5302	3720	1582	1|1|1|1|3720|5302
ENSMUSG00000051224.14	ENSMUSG00000051224	Tceanc	ENSMUST00000112188.8	chrX	-	4050	1077	2973	1|1|1|1|1077|4050
ENSMUSG00000051228.6	ENSMUSG00000051228	Nyx	ENSMUST00000050434.6	chrX	+	5183	1428	3755	1|1|1|1|1428|5183
ENSMUSG00000051257.4	ENSMUSG00000051257	Trap1a	ENSMUST00000054534.4	chrX	+	1178	672	506	1|1|1|1|672|1178
ENSMUSG00000051323.17	ENSMUSG00000051323	Pcdh19	ENSMUST00000149154.8	chrX	-	10289	3435	6854	1|1|1|1|3435|10289
ENSMUSG00000051361.8	ENSMUSG00000051361	6030498E09Rik	ENSMUST00000050744.6	chrX	+	1291	507	784	1|1|1|1|507|1291
ENSMUSG00000051579.11	ENSMUSG00000051579	Tceal8	ENSMUST00000060101.10	chrX	-	1250	351	899	1|1|1|1|351|1250
ENSMUSG00000051582.3	ENSMUSG00000051582	Otud6a	ENSMUST00000060241.3	chrX	+	873	870	3	0|1|1|1|870|873
ENSMUSG00000051592.15	ENSMUSG00000051592	Ccnb3	ENSMUST00000115752.8	chrX	-	4554	4188	366	1|1|1|1|4188|4554
ENSMUSG00000051706.4	ENSMUSG00000051706	Olfr1325	ENSMUST00000054541.3	chrX	+	948	945	3	0|1|1|1|945|948
ENSMUSG00000051827.12	ENSMUSG00000051827	Rhox2a	ENSMUST00000063340.12	chrX	+	795	573	222	1|1|1|1|573|795
ENSMUSG00000051851.6	ENSMUSG00000051851	Rtl8c	ENSMUST00000063384.4	chrX	+	401	336	65	0|1|1|1|336|401
ENSMUSG00000052364.5	ENSMUSG00000052364	B630019K06Rik	ENSMUST00000064196.5	chrX	+	2583	999	1584	0|1|0|1|999|2583
ENSMUSG00000052372.11	ENSMUSG00000052372	Il1rapl1	ENSMUST00000113964.2	chrX	-	1936	1149	787	1|0|0|1|1149|1936
ENSMUSG00000052549.5	ENSMUSG00000052549	Arl13a	ENSMUST00000064476.5	chrX	+	1740	1116	624	1|1|1|1|1116|1740
ENSMUSG00000052676.17	ENSMUSG00000052676	Zmat1	ENSMUST00000064659.6	chrX	-	3501	1941	1560	1|1|1|1|1941|3501
ENSMUSG00000052821.4	ENSMUSG00000052821	Cysltr1	ENSMUST00000113480.2	chrX	-	5142	1056	4086	1|1|1|1|1056|5142
ENSMUSG00000052854.16	ENSMUSG00000052854	Nrk	ENSMUST00000064937.14	chrX	+	6604	4365	2239	1|1|1|1|4365|6604
ENSMUSG00000053593.11	ENSMUSG00000053593	Fate1	ENSMUST00000066116.8	chrX	+	938	297	641	1|1|0|1|297|938
ENSMUSG00000053852.12	ENSMUSG00000053852	Adgrg4	ENSMUST00000153784.8	chrX	+	9329	9219	110	0|1|0|1|9219|9329
ENSMUSG00000053909.9	ENSMUSG00000053909	Rhox10	ENSMUST00000115150.4	chrX	+	763	588	175	1|1|1|1|588|763
ENSMUSG00000054034.11	ENSMUSG00000054034	Tceal5	ENSMUST00000066819.11	chrX	-	1044	600	444	1|1|1|1|600|1044
ENSMUSG00000054293.11	ENSMUSG00000054293	P2ry10b	ENSMUST00000067249.3	chrX	+	3004	1056	1948	1|1|1|1|1056|3004
ENSMUSG00000054453.12	ENSMUSG00000054453	Sytl5	ENSMUST00000067529.9	chrX	+	2301	2259	42	1|1|1|1|2259|2301
ENSMUSG00000054626.12	ENSMUSG00000054626	Xlr	ENSMUST00000067763.10	chrX	-	1032	624	408	1|1|1|1|624|1032
ENSMUSG00000054667.8	ENSMUSG00000054667	Irs4	ENSMUST00000067841.8	chrX	-	6294	3648	2646	1|1|1|1|3648|6294
ENSMUSG00000054727.3	ENSMUSG00000054727	1700013H16Rik	ENSMUST00000067940.3	chrX	-	1224	873	351	1|1|1|1|873|1224
ENSMUSG00000054737.12	ENSMUSG00000054737	Zfp182	ENSMUST00000115333.9	chrX	-	3130	1881	1249	1|1|1|1|1881|3130
ENSMUSG00000054850.5	ENSMUSG00000054850	Smim10l2a	ENSMUST00000068106.5	chrX	+	2393	234	2159	1|1|0|1|234|2393
ENSMUSG00000054994.3	ENSMUSG00000054994	AV320801	ENSMUST00000068340.3	chrX	+	3698	1401	2297	1|1|1|1|1401|3698
ENSMUSG00000055109.6	ENSMUSG00000055109	Gm15155	ENSMUST00000112542.2	chrX	+	1009	414	595	1|1|0|1|414|1009
ENSMUSG00000055357.9	ENSMUSG00000055357	4933400A11Rik	ENSMUST00000068874.8	chrX	-	1230	864	366	1|1|0|1|864|1230
ENSMUSG00000055555.2	ENSMUSG00000055555	Ct55	ENSMUST00000069209.2	chrX	+	1427	708	719	1|1|1|1|708|1427
ENSMUSG00000055653.14	ENSMUSG00000055653	Gpc3	ENSMUST00000069360.14	chrX	-	2216	1737	479	1|1|1|1|1737|2216
ENSMUSG00000055691.6	ENSMUSG00000055691	Gja6	ENSMUST00000069417.6	chrX	-	2017	849	1168	1|1|1|1|849|2017
ENSMUSG00000055733.7	ENSMUSG00000055733	Nap1l3	ENSMUST00000079490.6	chrX	-	2837	1632	1205	0|1|1|1|1632|2837
ENSMUSG00000055746.10	ENSMUSG00000055746	Magea2	ENSMUST00000112559.8	chrX	-	1302	960	342	1|1|1|1|960|1302
ENSMUSG00000055780.11	ENSMUSG00000055780	Usp26	ENSMUST00000114869.8	chrX	-	4133	2505	1628	1|1|1|1|2505|4133
ENSMUSG00000056281.5	ENSMUSG00000056281	Olfr1322	ENSMUST00000217355.3	chrX	-	3886	930	2956	0|1|1|1|930|3886
ENSMUSG00000056380.14	ENSMUSG00000056380	Gpr50	ENSMUST00000070449.6	chrX	+	3069	1773	1296	1|1|1|1|1773|3069
ENSMUSG00000056537.12	ENSMUSG00000056537	Rlim	ENSMUST00000121153.8	chrX	-	7439	1800	5639	1|1|1|1|1800|7439
ENSMUSG00000056679.14	ENSMUSG00000056679	Gpr173	ENSMUST00000070316.12	chrX	-	4855	1119	3736	1|1|1|1|1119|4855
ENSMUSG00000056815.2	ENSMUSG00000056815	Gm6812	ENSMUST00000074894.2	chrX	-	525	336	189	1|1|1|1|336|525
ENSMUSG00000056854.5	ENSMUSG00000056854	Pou3f4	ENSMUST00000078229.5	chrX	+	2928	1083	1845	0|1|1|1|1083|2928
ENSMUSG00000057000.13	ENSMUSG00000057000	Nxf3	ENSMUST00000080929.13	chrX	-	2978	1659	1319	1|1|1|1|1659|2978
ENSMUSG00000057402.6	ENSMUSG00000057402	Cldn34b2	ENSMUST00000076671.4	chrX	-	1077	627	450	1|1|1|1|627|1077
ENSMUSG00000057421.13	ENSMUSG00000057421	Las1l	ENSMUST00000079987.13	chrX	-	2530	2277	253	1|1|1|1|2277|2530
ENSMUSG00000057439.13	ENSMUSG00000057439	Kir3dl2	ENSMUST00000113108.8	chrX	-	1932	1164	768	1|1|1|1|1164|1932
ENSMUSG00000057457.12	ENSMUSG00000057457	Phex	ENSMUST00000079945.11	chrX	-	6265	2247	4018	1|1|1|1|2247|6265
ENSMUSG00000057615.6	ENSMUSG00000057615	Ldoc1	ENSMUST00000075983.6	chrX	+	1459	453	1006	0|1|1|1|453|1459
ENSMUSG00000057805.5	ENSMUSG00000057805	1700084M14Rik	ENSMUST00000078832.5	chrX	-	559	234	325	1|1|0|1|234|559
ENSMUSG00000057836.13	ENSMUSG00000057836	Xlr3a	ENSMUST00000074619.6	chrX	-	1645	663	982	1|1|1|1|663|1645
ENSMUSG00000058147.2	ENSMUSG00000058147	Xlr3c	ENSMUST00000080839.2	chrX	-	1584	678	906	1|1|1|1|678|1584
ENSMUSG00000058252.7	ENSMUSG00000058252	Tcp11x2	ENSMUST00000078605.7	chrX	-	1776	1509	267	1|1|1|1|1509|1776
ENSMUSG00000058254.13	ENSMUSG00000058254	Tspan7	ENSMUST00000076354.13	chrX	+	1733	747	986	1|1|1|1|747|1733
ENSMUSG00000058328.14	ENSMUSG00000058328	Xlr5a	ENSMUST00000078574.12	chrX	-	1650	708	942	1|1|1|1|708|1650
ENSMUSG00000058670.6	ENSMUSG00000058670	4932411N23Rik	ENSMUST00000081074.5	chrX	-	3407	1410	1997	0|1|1|1|1410|3407
ENSMUSG00000058932.7	ENSMUSG00000058932	Gm2174	ENSMUST00000079663.7	chrX	+	402	399	3	0|1|0|1|399|402
ENSMUSG00000059203.11	ENSMUSG00000059203	Il1rapl2	ENSMUST00000113063.8	chrX	+	3437	2058	1379	1|1|1|1|2058|3437
ENSMUSG00000059327.10	ENSMUSG00000059327	Eda	ENSMUST00000113779.8	chrX	+	4955	1173	3782	1|1|1|1|1173|4955
ENSMUSG00000059334.7	ENSMUSG00000059334	Zfp36l3	ENSMUST00000071711.4	chrX	-	2347	2175	172	0|1|1|1|2175|2347
ENSMUSG00000059401.15	ENSMUSG00000059401	Mamld1	ENSMUST00000082088.10	chrX	+	4796	2409	2387	0|1|1|1|2409|4796
ENSMUSG00000059493.14	ENSMUSG00000059493	Nhs	ENSMUST00000081569.7	chrX	-	4881	4878	3	1|1|1|1|4878|4881
ENSMUSG00000059626.14	ENSMUSG00000059626	Rhox3e	ENSMUST00000115198.10	chrX	+	1053	645	408	1|1|1|1|645|1053
ENSMUSG00000059663.2	ENSMUSG00000059663	Samt2b	ENSMUST00000082357.2	chrX	-	919	699	220	1|1|1|1|699|919
ENSMUSG00000059690.2	ENSMUSG00000059690	1700020N15Rik	ENSMUST00000075654.2	chrX	+	525	336	189	1|1|1|1|336|525
ENSMUSG00000059708.13	ENSMUSG00000059708	Akap17b	ENSMUST00000133980.2	chrX	-	1370	1218	152	1|0|0|0|1218|1370
ENSMUSG00000060090.17	ENSMUSG00000060090	Rp2	ENSMUST00000033372.13	chrX	+	4417	1041	3376	1|1|1|1|1041|4417
ENSMUSG00000060673.3	ENSMUSG00000060673	4930595M18Rik	ENSMUST00000080083.3	chrX	-	2644	2487	157	1|1|1|1|2487|2644
ENSMUSG00000060681.16	ENSMUSG00000060681	Slc9a6	ENSMUST00000077741.12	chrX	+	4976	2106	2870	1|1|1|1|2106|4976
ENSMUSG00000060685.5	ENSMUSG00000060685	Fthl17c	ENSMUST00000075792.5	chrX	-	850	528	322	0|1|1|1|528|850
ENSMUSG00000060726.11	ENSMUSG00000060726	Tmsb15a	ENSMUST00000073674.3	chrX	-	299	135	164	1|1|1|1|135|299
ENSMUSG00000060890.12	ENSMUSG00000060890	Arr3	ENSMUST00000113769.8	chrX	+	1359	1143	216	1|1|1|1|1143|1359
ENSMUSG00000060967.7	ENSMUSG00000060967	Etd	ENSMUST00000074232.7	chrX	+	478	177	301	0|1|0|1|177|478
ENSMUSG00000061065.4	ENSMUSG00000061065	H2al1o	ENSMUST00000079952.4	chrX	-	509	330	179	0|1|1|1|330|509
ENSMUSG00000061082.12	ENSMUSG00000061082	Plac1	ENSMUST00000114843.9	chrX	-	1201	519	682	1|1|1|1|519|1201
ENSMUSG00000061273.4	ENSMUSG00000061273	Mmgt1	ENSMUST00000059899.3	chrX	-	4234	393	3841	1|1|1|1|393|4234
ENSMUSG00000061392.3	ENSMUSG00000061392	Mageb5	ENSMUST00000082048.3	chrX	-	1357	1098	259	1|1|1|1|1098|1357
ENSMUSG00000061778.11	ENSMUSG00000061778	Mospd2	ENSMUST00000004715.2	chrX	-	2015	1554	461	1|1|1|1|1554|2015
ENSMUSG00000062070.13	ENSMUSG00000062070	Pgk1	ENSMUST00000081593.13	chrX	+	1825	1251	574	1|1|1|1|1251|1825
ENSMUSG00000062162.3	ENSMUSG00000062162	Mageb1	ENSMUST00000072269.2	chrX	-	1143	1140	3	0|1|1|1|1140|1143
ENSMUSG00000062168.13	ENSMUSG00000062168	Ppef1	ENSMUST00000135856.2	chrX	-	1064	713	351	1|0|0|0|713|1064
ENSMUSG00000062170.13	ENSMUSG00000062170	Fmr1nb	ENSMUST00000071848.7	chrX	+	842	714	128	1|1|1|1|714|842
ENSMUSG00000062184.12	ENSMUSG00000062184	Hs6st2	ENSMUST00000114871.2	chrX	-	4351	1836	2515	1|1|1|1|1836|4351
ENSMUSG00000062393.15	ENSMUSG00000062393	Dgkk	ENSMUST00000145302.3	chrX	+	7849	4050	3799	1|1|0|1|4050|7849
ENSMUSG00000062564.13	ENSMUSG00000062564	Tex28	ENSMUST00000114328.8	chrX	-	1421	1227	194	0|1|1|1|1227|1421
ENSMUSG00000062791.5	ENSMUSG00000062791	Gm382	ENSMUST00000096332.2	chrX	+	4070	3750	320	1|1|1|1|3750|4070
ENSMUSG00000062814.10	ENSMUSG00000062814	Ssxa1	ENSMUST00000072593.9	chrX	+	433	381	52	1|1|0|1|381|433
ENSMUSG00000062949.14	ENSMUSG00000062949	Atp11c	ENSMUST00000101527.3	chrX	-	6044	3387	2657	1|1|1|1|3387|6044
ENSMUSG00000063663.12	ENSMUSG00000063663	Brwd3	ENSMUST00000101283.4	chrX	-	1066	543	523	1|0|0|1|543|1066
ENSMUSG00000063728.11	ENSMUSG00000063728	Magea6	ENSMUST00000076986.4	chrX	-	1201	975	226	1|1|1|1|975|1201
ENSMUSG00000063785.13	ENSMUSG00000063785	Utp14a	ENSMUST00000080713.5	chrX	+	2507	2301	206	1|1|1|1|2301|2507
ENSMUSG00000064016.5	ENSMUSG00000064016	Gm648	ENSMUST00000081133.5	chrX	-	1040	639	401	1|1|1|1|639|1040
ENSMUSG00000064127.14	ENSMUSG00000064127	Med14	ENSMUST00000115481.8	chrX	-	3729	2394	1335	1|0|0|1|2394|3729
ENSMUSG00000064129.5	ENSMUSG00000064129	Mageb5b	ENSMUST00000078469.3	chrX	+	1360	1098	262	1|1|1|1|1098|1360
ENSMUSG00000064137.7	ENSMUSG00000064137	Rhox8	ENSMUST00000071885.7	chrX	-	1204	960	244	1|1|1|1|960|1204
ENSMUSG00000067194.7	ENSMUSG00000067194	Eif1ax	ENSMUST00000087143.7	chrX	+	5172	432	4740	1|1|1|1|432|5172
ENSMUSG00000067215.6	ENSMUSG00000067215	Usp51	ENSMUST00000095755.4	chrX	+	2204	1983	221	1|1|1|1|1983|2204
ENSMUSG00000067262.10	ENSMUSG00000067262	Vmn1r239-ps	ENSMUST00000237076.2	chrX	-	936	933	3	0|1|0|1|933|936
ENSMUSG00000067276.6	ENSMUSG00000067276	Capn6	ENSMUST00000087316.6	chrX	-	3561	1923	1638	1|1|1|1|1923|3561
ENSMUSG00000067360.13	ENSMUSG00000067360	Pramel3	ENSMUST00000113176.3	chrX	+	3673	1386	2287	1|1|1|1|1386|3673
ENSMUSG00000067369.13	ENSMUSG00000067369	Trmt2b	ENSMUST00000113252.8	chrX	-	3128	1479	1649	1|1|1|1|1479|3128
ENSMUSG00000067377.13	ENSMUSG00000067377	Tspan6	ENSMUST00000087557.12	chrX	-	1765	735	1030	1|1|1|1|735|1765
ENSMUSG00000067441.6	ENSMUSG00000067441	H2ab1	ENSMUST00000122446.2	chrX	+	348	345	3	0|1|1|1|345|348
ENSMUSG00000067561.13	ENSMUSG00000067561	Dmrtc1c2	ENSMUST00000120314.8	chrX	-	1611	714	897	1|1|1|1|714|1611
ENSMUSG00000067562.12	ENSMUSG00000067562	Dmrtc1c1	ENSMUST00000118218.8	chrX	+	1611	714	897	1|1|1|1|714|1611
ENSMUSG00000067567.13	ENSMUSG00000067567	Hdac8	ENSMUST00000087916.11	chrX	-	1936	1131	805	1|1|1|1|1131|1936
ENSMUSG00000067597.6	ENSMUSG00000067597	Dgat2l6	ENSMUST00000037541.9	chrX	+	1640	1011	629	0|1|1|1|1011|1640
ENSMUSG00000067649.4	ENSMUSG00000067649	Mageb18	ENSMUST00000113955.2	chrX	-	2163	981	1182	0|1|1|1|981|2163
ENSMUSG00000067679.4	ENSMUSG00000067679	Obp1b	ENSMUST00000088198.4	chrX	+	797	513	284	1|1|1|1|513|797
ENSMUSG00000067684.2	ENSMUSG00000067684	Obp1a	ENSMUST00000088201.2	chrX	-	757	489	268	1|1|1|1|489|757
ENSMUSG00000067764.12	ENSMUSG00000067764	Xlr5c	ENSMUST00000114503.9	chrX	-	1656	708	948	1|1|0|1|708|1656
ENSMUSG00000067768.13	ENSMUSG00000067768	Xlr4b	ENSMUST00000069077.10	chrX	+	1200	645	555	1|1|1|1|645|1200
ENSMUSG00000067771.10	ENSMUSG00000067771	Pwwp4a	ENSMUST00000088459.9	chrX	+	2864	2085	779	1|1|1|1|2085|2864
ENSMUSG00000067860.12	ENSMUSG00000067860	Zic3	ENSMUST00000088627.11	chrX	+	3949	1398	2551	1|1|1|1|1398|3949
ENSMUSG00000067873.12	ENSMUSG00000067873	Htatsf1	ENSMUST00000088652.6	chrX	+	2810	2271	539	1|1|1|1|2271|2810
ENSMUSG00000067878.14	ENSMUSG00000067878	Map7d3	ENSMUST00000114766.8	chrX	-	2891	2628	263	1|1|1|1|2628|2891
ENSMUSG00000067909.5	ENSMUSG00000067909	Slxl1	ENSMUST00000088740.5	chrX	+	730	465	265	1|1|1|1|465|730
ENSMUSG00000067924.5	ENSMUSG00000067924	Rtl8b	ENSMUST00000088778.5	chrX	-	1232	339	893	0|1|1|1|339|1232
ENSMUSG00000067925.5	ENSMUSG00000067925	Rtl8a	ENSMUST00000088779.5	chrX	-	1195	339	856	0|1|1|1|339|1195
ENSMUSG00000067971.6	ENSMUSG00000067971	Olfr1321	ENSMUST00000215373.3	chrX	-	4482	957	3525	0|1|1|1|957|4482
ENSMUSG00000068048.9	ENSMUSG00000068048	Rhox9	ENSMUST00000089062.8	chrX	-	882	681	201	1|1|1|1|681|882
ENSMUSG00000068113.7	ENSMUSG00000068113	Tesl1	ENSMUST00000163718.3	chrX	+	1236	1233	3	1|1|1|1|1233|1236
ENSMUSG00000068122.11	ENSMUSG00000068122	Agtr2	ENSMUST00000089188.9	chrX	+	3283	1089	2194	1|1|1|1|1089|3283
ENSMUSG00000068149.6	ENSMUSG00000068149	Tex13c3	ENSMUST00000089246.6	chrX	-	876	657	219	1|1|0|1|657|876
ENSMUSG00000068173.13	ENSMUSG00000068173	Btg1b	ENSMUST00000184432.3	chrX	-	825	483	342	1|1|1|1|483|825
ENSMUSG00000068218.7	ENSMUSG00000068218	Ssxb9	ENSMUST00000115584.2	chrX	+	879	555	324	0|1|1|1|555|879
ENSMUSG00000068219.9	ENSMUSG00000068219	Ssxb10	ENSMUST00000103003.4	chrX	+	879	510	369	1|1|1|1|510|879
ENSMUSG00000068270.16	ENSMUSG00000068270	Shroom4	ENSMUST00000103005.10	chrX	+	4839	4425	414	1|1|1|1|4425|4839
ENSMUSG00000069038.3	ENSMUSG00000069038	H2al1j	ENSMUST00000091180.3	chrX	+	330	327	3	0|1|1|1|327|330
ENSMUSG00000071665.11	ENSMUSG00000071665	Foxr2	ENSMUST00000096265.10	chrX	+	3210	906	2304	1|1|1|1|906|3210
ENSMUSG00000071679.5	ENSMUSG00000071679	Rtl4	ENSMUST00000112843.2	chrX	+	3635	912	2723	1|1|1|1|912|3635
ENSMUSG00000071686.3	ENSMUSG00000071686	Tex13a	ENSMUST00000096314.3	chrX	-	1317	1131	186	1|1|1|1|1131|1317
ENSMUSG00000071708.12	ENSMUSG00000071708	Sms	ENSMUST00000112529.8	chrX	-	3717	1098	2619	1|1|1|1|1098|3717
ENSMUSG00000071719.3	ENSMUSG00000071719	Tmem28	ENSMUST00000096363.3	chrX	+	3909	1413	2496	0|1|1|1|1413|3909
ENSMUSG00000071722.5	ENSMUSG00000071722	Spin4	ENSMUST00000096367.5	chrX	-	4173	747	3426	0|1|1|1|747|4173
ENSMUSG00000071723.8	ENSMUSG00000071723	Gspt2	ENSMUST00000096368.4	chrX	+	2491	1896	595	0|1|1|1|1896|2491
ENSMUSG00000071726.3	ENSMUSG00000071726	Gm5941	ENSMUST00000096371.3	chrX	+	560	351	209	1|1|0|1|351|560
ENSMUSG00000071738.5	ENSMUSG00000071738	Cldn34b3	ENSMUST00000096389.5	chrX	+	1077	627	450	1|1|1|1|627|1077
ENSMUSG00000071745.2	ENSMUSG00000071745	Pwwp4b	ENSMUST00000080324.4	chrX	-	2862	2085	777	1|1|1|1|2085|2862
ENSMUSG00000071748.3	ENSMUSG00000071748	Gm14698	ENSMUST00000096420.3	chrX	+	4226	669	3557	0|1|0|1|669|4226
ENSMUSG00000071764.3	ENSMUSG00000071764	Olfr1320	ENSMUST00000214273.2	chrX	+	1982	957	1025	0|1|1|1|957|1982
ENSMUSG00000071766.13	ENSMUSG00000071766	Rhox12	ENSMUST00000096453.12	chrX	-	920	558	362	1|1|1|1|558|920
ENSMUSG00000071767.5	ENSMUSG00000071767	Rhox7a	ENSMUST00000096454.2	chrX	+	983	843	140	1|1|1|1|843|983
ENSMUSG00000071769.12	ENSMUSG00000071769	Rhox3h	ENSMUST00000185138.8	chrX	-	658	534	124	1|0|0|0|534|658
ENSMUSG00000071770.6	ENSMUSG00000071770	Rhox4e	ENSMUST00000089075.6	chrX	+	978	615	363	1|1|1|1|615|978
ENSMUSG00000071771.5	ENSMUSG00000071771	Rhox4b	ENSMUST00000096458.5	chrX	+	887	615	272	1|1|1|1|615|887
ENSMUSG00000071772.14	ENSMUSG00000071772	Rhox3a	ENSMUST00000115203.10	chrX	+	1053	645	408	1|1|1|1|645|1053
ENSMUSG00000071773.5	ENSMUSG00000071773	Rhox1	ENSMUST00000115210.2	chrX	-	883	672	211	1|1|1|1|672|883
ENSMUSG00000071788.6	ENSMUSG00000071788	Gm14525	ENSMUST00000119649.2	chrX	-	893	636	257	1|1|1|1|636|893
ENSMUSG00000071815.7	ENSMUSG00000071815	Fthl17e	ENSMUST00000096509.7	chrX	+	841	528	313	0|1|1|1|528|841
ENSMUSG00000071816.6	ENSMUSG00000071816	Ssxb5	ENSMUST00000089370.6	chrX	+	602	477	125	1|1|1|1|477|602
ENSMUSG00000072049.7	ENSMUSG00000072049	Vmn2r121	ENSMUST00000094491.5	chrX	-	5482	2541	2941	0|1|1|1|2541|5482
ENSMUSG00000072100.5	ENSMUSG00000072100	Cldn34b1	ENSMUST00000096852.5	chrX	-	1079	627	452	1|1|1|1|627|1079
ENSMUSG00000072249.4	ENSMUSG00000072249	Fthl17f	ENSMUST00000097029.4	chrX	+	847	528	319	0|1|1|1|528|847
ENSMUSG00000072479.11	ENSMUSG00000072479	Xlr5b	ENSMUST00000114518.9	chrX	+	1652	708	944	1|1|1|1|708|1652
ENSMUSG00000072888.3	ENSMUSG00000072888	Samt2	ENSMUST00000101137.3	chrX	-	923	741	182	1|1|1|1|741|923
ENSMUSG00000072923.7	ENSMUSG00000072923	Gm10439	ENSMUST00000101181.5	chrX	+	1977	1299	678	0|1|1|1|1299|1977
ENSMUSG00000072930.4	ENSMUSG00000072930	Gm15107	ENSMUST00000112796.2	chrX	+	2028	1347	681	0|1|1|1|1347|2028
ENSMUSG00000072931.5	ENSMUSG00000072931	Gm15080	ENSMUST00000112804.3	chrX	+	2029	1347	682	1|1|1|1|1347|2029
ENSMUSG00000072934.11	ENSMUSG00000072934	Trpc5os	ENSMUST00000155206.8	chrX	+	3585	330	3255	1|1|1|1|330|3585
ENSMUSG00000072944.12	ENSMUSG00000072944	Nup62cl	ENSMUST00000101212.9	chrX	-	1996	816	1180	1|1|1|1|816|1996
ENSMUSG00000072945.4	ENSMUSG00000072945	Ripply1	ENSMUST00000101217.4	chrX	-	811	603	208	1|1|1|1|603|811
ENSMUSG00000072955.15	ENSMUSG00000072955	Tmsb15l	ENSMUST00000127404.8	chrX	-	816	240	576	0|1|1|1|240|816
ENSMUSG00000072964.15	ENSMUSG00000072964	Bhlhb9	ENSMUST00000068755.14	chrX	+	2823	1617	1206	1|1|1|1|1617|2823
ENSMUSG00000072966.12	ENSMUSG00000072966	Gprasp2	ENSMUST00000173804.8	chrX	+	3814	2478	1336	1|1|1|1|2478|3814
ENSMUSG00000072969.3	ENSMUSG00000072969	Armcx5	ENSMUST00000096321.3	chrX	+	2779	1818	961	1|1|1|1|1818|2779
ENSMUSG00000072995.2	ENSMUSG00000072995	Cpxcr1	ENSMUST00000101269.2	chrX	+	1596	966	630	1|1|1|1|966|1596
ENSMUSG00000073001.5	ENSMUSG00000073001	Cylc1	ENSMUST00000210720.3	chrX	+	2076	1926	150	0|1|0|1|1926|2076
ENSMUSG00000073006.3	ENSMUSG00000073006	Wmp	ENSMUST00000101290.2	chrX	-	1661	1548	113	1|1|1|1|1548|1661
ENSMUSG00000073007.11	ENSMUSG00000073007	Tent5d	ENSMUST00000101292.9	chrX	+	2995	1170	1825	1|1|1|1|1170|2995
ENSMUSG00000073008.12	ENSMUSG00000073008	Gpr174	ENSMUST00000118820.8	chrX	+	5112	1005	4107	1|1|1|1|1005|5112
ENSMUSG00000073010.10	ENSMUSG00000073010	Gm5127	ENSMUST00000101297.4	chrX	+	1809	636	1173	1|1|1|1|636|1809
ENSMUSG00000073012.3	ENSMUSG00000073012	Fnd3c2	ENSMUST00000091282.5	chrX	-	3662	2823	839	1|1|1|1|2823|3662
ENSMUSG00000073016.4	ENSMUSG00000073016	Uprt	ENSMUST00000087867.6	chrX	+	2304	930	1374	1|1|1|1|930|2304
ENSMUSG00000073027.11	ENSMUSG00000073027	Dmrtc1b	ENSMUST00000101324.9	chrX	+	1200	723	477	1|1|1|1|723|1200
ENSMUSG00000073062.4	ENSMUSG00000073062	Zxdb	ENSMUST00000101388.4	chrX	+	5619	2619	3000	0|1|1|1|2619|5619
ENSMUSG00000073069.3	ENSMUSG00000073069	Mageb2	ENSMUST00000201779.2	chrX	+	1551	990	561	1|1|1|1|990|1551
ENSMUSG00000073077.8	ENSMUSG00000073077	Cfap47	ENSMUST00000197180.6	chrX	-	9568	9552	16	0|1|0|1|9552|9568
ENSMUSG00000073085.3	ENSMUSG00000073085	Cldn34b4	ENSMUST00000101419.2	chrX	+	1103	633	470	1|1|1|1|633|1103
ENSMUSG00000073094.10	ENSMUSG00000073094	Smim9	ENSMUST00000101433.9	chrX	-	706	411	295	1|1|1|1|411|706
ENSMUSG00000073125.11	ENSMUSG00000073125	Xlr3b	ENSMUST00000101486.5	chrX	+	1564	678	886	1|1|1|1|678|1564
ENSMUSG00000073130.11	ENSMUSG00000073130	Gm1141	ENSMUST00000101495.3	chrX	+	2147	1425	722	1|0|0|1|1425|2147
ENSMUSG00000073131.13	ENSMUSG00000073131	Vma21	ENSMUST00000114576.9	chrX	+	4195	303	3892	1|1|1|1|303|4195
ENSMUSG00000073139.10	ENSMUSG00000073139	Tmem185a	ENSMUST00000114630.3	chrX	-	1307	1050	257	1|1|0|1|1050|1307
ENSMUSG00000073176.5	ENSMUSG00000073176	Zfp449	ENSMUST00000101560.4	chrX	+	3738	1554	2184	1|1|1|1|1554|3738
ENSMUSG00000073177.9	ENSMUSG00000073177	Gm773	ENSMUST00000101561.8	chrX	-	951	618	333	1|1|1|1|618|951
ENSMUSG00000073207.2	ENSMUSG00000073207	Ccdc160	ENSMUST00000101588.2	chrX	+	1536	969	567	1|1|1|1|969|1536
ENSMUSG00000073243.3	ENSMUSG00000073243	Gm9	ENSMUST00000101636.3	chrX	-	817	486	331	1|1|1|1|486|817
