Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000016918.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12762501;12762547;12762756;12788683;12788753;12789688;12798343;12798818;12798818;12798818;12798818;12798818;12855667;12856303;12856303;12856303;12856303;12856303;12856303;12856303;12856303;12856692;12856692;12856692;12856692;12856692;12856692;12856692;12856692;12866990;12866990;12866990;12866990;12866990;12875404;12875404;12875404;12875404;12875404;12878078;12878078;12878078;12878078;12878078;12887562;12887562;12887562;12887562;12887562;12888602;12888602;12888602;12888602;12888602;12890625;12890625;12890625;12890625;12890625;12891019;12891019;12891019;12891019;12891019;12892194;12892194;12892194;12892194;12892194;12906252;12906337;12906337;12906337;12906337;12908583;12908583;12908583;12908583;12908583;12910053;12910053;12910053;12910053;12910053;12910627;12910627;12910627;12910627;12910627;12911667;12911667;12911667;12911667;12912873;12912873;12912873;12912873;12913015;12918319;12918319;12918319;12918319;12918319;12918555;12918555;12918555;12918555;12918555;12920984;12920984;12920984;12920984;12921113;12929036;12929036;12929036;12929036	12762908;12762908;12762908;12789007;12789007;12789803;12798912;12798912;12798912;12798912;12798912;12798912;12855823;12856375;12856375;12856375;12856375;12856375;12856375;12856375;12856375;12856863;12859042;12856773;12856922;12856922;12856922;12856922;12856922;12867229;12867229;12867229;12867229;12867229;12875555;12875555;12875555;12875555;12875555;12878247;12878247;12878247;12878247;12878247;12887712;12887712;12887712;12887712;12887712;12888777;12888777;12888777;12888777;12888777;12890753;12890753;12890753;12890753;12890753;12891075;12891075;12891075;12891075;12891075;12892323;12893140;12892323;12892323;12892323;12906553;12906553;12906553;12906553;12906553;12908835;12908835;12908835;12908835;12908835;12910149;12910149;12910149;12910149;12910149;12910721;12910721;12910721;12910721;12910721;12911732;12911732;12911732;12911732;12913048;12913048;12913048;12913048;12913048;12918461;12918461;12918461;12918461;12918461;12918678;12918678;12918678;12918678;12918678;12921017;12921017;12921017;12921017;12922713;12931416;12930601;12930595;12931416	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11294	2554	625	923	905	1883	1936	Sulf1	protein_coding	187.36779	120.17299	74.807834	92.832062	176.07738	149.70286	0.64033006	-0.31105982	0.23396355	0.54502337	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000042414.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13183681;13186004;13188987;13192585;13194587;13194843;13195390;13197334	13184711;13186105;13189189;13192855;13194744;13194896;13196080;13197387	-;-;-;-;-;-;-;-	2564	227	157	702	414	121	143	Prdm14	protein_coding	16.653284	30.187454	56.896099	42.466822	11.314585	11.057597	-0.8542764	0.4211338	0.032851959	-0.38828184	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000005886.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13209329;13209383;13212699;13215525;13216823;13217099;13217099;13217099;13218541;13218541;13218541;13218541;13218653;13219155;13219155;13219155;13219155;13220914;13220914;13220914;13220914;13222603;13222603;13222603;13223021;13223021;13223021;13226594;13226594;13226594;13230385;13230385;13230385;13232297;13232297;13232297;13234725;13235120;13236149;13237120;13237120;13237120;13237120;13244303;13244303;13244303;13244303;13244303;13247298;13247298;13247298;13247298;13247298;13250705;13250705;13250705;13250705;13250705;13251440;13251440;13251440;13251440;13251440;13252508;13254399;13254399;13254399;13254399;13254399;13254830;13256957;13256957;13256957;13256957;13256957;13256957;13260311;13260311;13260311;13260311;13260311;13260311;13260311;13260330;13291531;13291531;13291531;13291531;13291531;13291531;13291531;13291531;13294833;13294833;13294833;13294833;13294833;13294833;13294833;13294833;13356193;13356193;13356193;13356193;13356193;13356193;13356193;13369887;13369887;13442407;13442407;13444162;13444162;13444162;13444162;13444162	13212996;13212996;13212996;13216854;13217188;13217188;13217188;13217188;13218731;13218739;13218739;13218739;13218739;13219332;13219332;13219332;13219332;13221242;13221142;13221142;13221142;13222680;13222680;13222680;13223299;13223299;13223299;13226759;13226759;13226759;13230514;13230514;13230514;13232512;13232512;13232512;13235326;13235326;13237330;13237330;13237330;13237330;13237330;13245572;13245572;13245572;13245572;13245572;13247445;13247445;13247445;13247445;13247445;13250848;13250848;13250848;13250848;13250848;13251541;13251541;13251541;13251541;13251541;13254587;13254587;13254587;13254587;13254587;13254587;13257134;13257134;13257134;13257134;13257134;13257134;13257134;13260414;13260414;13260414;13260414;13260414;13260414;13260414;13260414;13291703;13291703;13291703;13291703;13291703;13291703;13291703;13291703;13294937;13294937;13294937;13294937;13294937;13294937;13294937;13294937;13356249;13356249;13356249;13356249;13356249;13356249;13356249;13369946;13369946;13442653;13442663;13444253;13444253;13444307;13444307;13444307	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15642	687	517	2380	1088	671	718	Ncoa2	protein_coding	50.400027	99.407095	192.89561	111.60363	62.744514	55.519964	-0.97851523	0.78889196	0.176184	-0.61270796	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025935.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13634922;13639695;13640163;13642027;13642228;13646368;13646592;13648324;13648324;13648342;13649674;13649674;13649674;13649914;13649914;13651247;13651247;13659824;13659824	13636620;13639855;13640306;13642131;13642298;13646676;13646676;13648382;13648382;13648382;13649790;13649790;13649790;13650022;13650035;13651310;13651310;13660099;13660134	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3162	1887	378	904	825	1191	988	Tram1	protein_coding	138.43501	72.680623	73.267911	84.625913	111.36918	76.397945	0.92862431	-0.20765407	0.54315191	0.75080598	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000025937.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13693554;13697580;13700219;13700289;13708455;13708455;13717609;13720945;13730553	13697128;13697661;13700437;13700437;13708635;13708633;13717735;13721108;13730770	-;-;-;-;-;-;-;-;-	4566	1835	572	1412	1710	396	941	Lactb2	protein_coding	134.62016	109.98232	114.44059	175.40644	37.029549	72.76363	0.291383	-0.61566505	-0.97263106	-0.35696601	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000025930.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	14823570;14823970;14824159;14824730;14824991;14825454;14825454	14824549;14824549;14824889;14824766;14826216;14825577;14826214	-;-;-;-;-;-;-	2546	35	75	241	164	77	83	Msc	protein_coding	2.567687	14.420759	19.532706	16.822606	7.2001902	6.418046	-2.4444555	0.21430733	0.16349451	-0.050812819	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025925.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15875870;15875881;15875888;15877865;15877865;15877865;15877865;15883265;15883265;15883265;15883265;15886110;15886110;15886110;15889158;15889158;15889158;15889158;15889875;15889875;15889875;15889875;15892141;15901731;15901731;15903625;15903625;15908406;15908406;15913145;15913145	15876181;15876181;15876181;15877960;15877960;15877960;15877960;15883386;15883386;15883386;15883386;15886196;15886196;15886196;15889307;15889307;15889307;15889307;15892327;15889987;15889987;15889987;15892239;15901790;15901790;15903713;15903713;15908512;15908512;15913694;15914276	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4608	4023	982	3027	2817	1332	1593	Terf1	protein_coding	295.13728	188.8158	245.33403	288.95903	124.55394	123.18009	0.64413154	-0.23602881	0.015988678	0.25201748	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000043716.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16171519;16171519;16171530;16171752;16171951;16171951;16172004;16172714;16172714;16172714;16172715;16172916;16172916;16172916;16172916;16172916;16173392;16173392;16173392;16173734;16173734;16173734;16174361;16174589;16174589;16174589	16171583;16171583;16172160;16172823;16172160;16172306;16172160;16172823;16172823;16172823;16172823;16173053;16173053;16173072;16173053;16173558;16173908;16173558;16173558;16173908;16173908;16173908;16174451;16174608;16174626;16174886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2687	3379	4658	5150	4031	1838	3180	Rpl7	protein_coding	247.89184	895.62524	417.40016	413.48734	171.86947	245.89622	-1.8527636	0.013584714	-0.51648365	-0.53006836	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025939.20	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16611014;16614173;16634562;16639309;16640006;16652151;16652151;16652151;16652160;16654382;16655500;16655500;16655500;16655500;16656310;16668175;16668175;16668175;16668175;16672203;16672486;16672486;16672486;16672486;16689461;16689461;16689461;16689461;16689461	16612013;16614256;16634692;16639389;16641506;16652226;16652226;16652226;16652226;16655655;16655655;16655655;16655576;16655622;16656361;16668277;16668277;16668277;16668277;16672577;16672577;16672577;16672577;16672577;16689508;16689508;16689483;16689713;16689536	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4930	355	115	302	233	81	114	Ube2w	protein_coding	26.043682	22.11183	24.476669	23.900409	7.574226	8.8151475	0.23513411	0.034230401	-0.21623742	-0.25046782	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000079658.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16711949;16712991;16713366;16713393;16713415;16713566;16713696;16715910;16715910;16715910;16715910;16715910;16715910;16715910;16717060;16717179;16717212;16717905;16717960;16718179;16718179;16718179;16718179;16718179;16718179;16718179;16718179;16718179;16726520;16726520;16726520;16727046;16727046;16727046;16727046;16727046;16727136;16727216;16727216;16727216	16713702;16713702;16713702;16713702;16713702;16713702;16713702;16716053;16716053;16716053;16716053;16716053;16716053;16716053;16717277;16717277;16717277;16718231;16718231;16718231;16718231;16718231;16718263;16718231;16718231;16718231;16718231;16718231;16726683;16726849;16726683;16727139;16727102;16727124;16727138;16727108;16727242;16727266;16727262;16727266	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3026	798	540	860	924	1168	1447	Eloc	protein_coding	58.543263	103.82946	69.701774	94.781023	109.21847	111.89051	-0.82556739	-0.44285586	-0.034839361	0.4080165	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025940.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16735431;16735434;16735434;16735460;16735932;16737889;16737892;16737892;16747192;16747192;16747192	16735729;16735729;16735596;16735729;16736035;16737997;16737997;16737997;16748499;16747439;16748419	+;+;+;+;+;+;+;+;+;+;+	1820	636	125	306	361	386	357	Tmem70	protein_coding	46.658541	24.034598	24.800864	37.030248	36.09446	27.60533	0.95412713	-0.57639917	0.38560531	0.96200448	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000041859.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20873192;20873197;20873230;20873389;20874910;20875041;20875041;20875041;20875487;20875487;20875487;20876021;20876966;20876966;20878945;20878945;20879820;20879820;20880282;20880282;20882189;20882189;20882788;20882788;20883185;20883185;20884623;20884623;20884913;20884913;20886873;20886873;20887467;20887467;20888017;20888017;20890355;20890355	20873878;20873878;20873945;20873878;20875131;20875157;20875131;20875131;20876164;20876124;20875563;20876124;20877106;20877106;20879095;20879095;20879946;20879946;20880456;20880456;20882397;20882397;20882919;20882919;20883338;20883338;20884731;20884731;20885151;20885151;20887003;20887003;20887675;20887675;20888129;20888129;20890484;20890536	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3752	3066	5331	12838	10731	1431	3846	Mcm3	protein_coding	224.92938	1025.0275	1040.5016	1100.7523	133.81133	297.39524	-2.1876181	-0.081203134	-1.1515886	-1.0703855	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025931.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20960830;20988064;20988098;20992483;20992483;21002284;21002284;21002284;21002284;21004806;21004806;21004806;21004806	20960910;20988113;20988113;20992590;20992590;21002463;21002463;21002463;21002463;21005980;21005973;21009874;21009279	+;+;+;+;+;+;+;+;+;+;+;+;+	5488	405	71	283	141	302	143	Paqr8	protein_coding	29.711806	13.651651	22.936746	14.463338	28.239707	11.057597	1.1162789	0.66159592	1.3447984	0.68320252	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000041779.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	21066523;21073194;21074062;21074450;21074537;21075791;21075791;21076374;21076383;21077077;21077077;21083017;21083017;21083626;21083626;21107621;21107621;21113712;21149218	21071859;21073357;21074205;21074554;21074554;21075861;21075861;21076458;21076458;21077135;21077135;21083133;21083133;21083735;21083735;21107684;21107684;21113880;21149453	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6661	506	149	333	219	295	193	Tram2	protein_coding	37.121417	28.64924	26.989175	22.464333	27.585144	14.92389	0.37260917	0.26367232	0.88185362	0.6181813	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000026155.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	23883927;23884706;23885259;23885377;23885433;23886800;23887345;23887345;23887345;23887361;23887614;23887876;23888384;23888384;23888384;23888384;23888384;23892504;23892504;23892504;23892504;23892504;23892504;23898104;23898104;23898104;23898104;23898104;23898104;23905298;23905298;23905298;23905298;23905298;23905298;23909005;23910519;23915455;23915455;23915455;23915455;23915455;23916790;23916790;23916790;23916790;23916790;23930941;23930941;23930941;23930941;23930941;23948744;23948744;23948744;23961119	23884438;23885644;23885644;23885644;23885644;23886858;23887652;23887652;23887652;23887652;23887652;23888549;23888549;23888549;23888549;23888549;23888549;23892631;23892631;23892631;23892631;23892631;23892631;23898194;23898194;23898194;23898194;23898194;23898194;23905378;23905378;23905378;23905378;23905378;23905374;23909055;23910599;23915530;23915530;23915530;23915530;23915530;23916875;23916875;23916875;23916875;23916875;23931075;23931074;23931074;23931074;23931074;23948784;23948770;23948817;23961398	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3575	525	231	737	585	287	485	Smap1	protein_coding	38.515305	44.415936	59.732799	60.007466	26.837072	37.50304	-0.20514914	-0.0066076337	-0.48125623	-0.4746486	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000026154.5	chr1;chr1;chr1;chr1;chr1	24035020;24042047;24042238;24044627;24044627	24035441;24042387;24042387;24044737;24044711	-;-;-;-;-	874	169	86	243	237	180	219	Sdhaf4	protein_coding	12.39826	16.535803	19.694803	24.310717	16.831613	16.934362	-0.41256426	-0.30239291	-0.0087284928	0.29366442	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000026153.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	24050174;24050174;24050326;24050672;24050685;24050762;24053860;24053860;24053860;24053860;24053860;24053860;24059756;24059756;24059756;24059756;24059756;24060935;24060935;24060935;24060935;24060935;24060935;24063294;24063294;24063294;24063294;24063294;24063294;24063356;24063863;24063863;24063863;24063863;24063863;24063863;24063863;24065689;24065689;24065689;24065689;24065689;24065689;24065689;24067281;24067281;24067281;24067281;24067281;24067281;24067803;24069823;24069823;24069823;24069823;24069823;24071744;24071744;24071744;24071744;24071744;24083195;24083195;24083195;24083195;24083195;24085439;24085439;24085439;24085439;24085439;24088211;24088211;24088211;24090845;24092264;24092264;24092264;24092264;24092264;24093085;24093085;24093085;24093085;24093085;24093085;24094825;24094825;24094825;24094825;24094825;24094825;24096285;24096285;24096285;24096285;24096285;24096285;24096447;24096447;24096447;24096447;24096447;24096447;24106980;24106980;24106980;24106980;24106980;24124492;24124492;24124492;24124492;24124492;24124492;24125601;24125601;24125601;24125601;24125601;24125601;24137712;24137712;24139142;24139142;24139142;24139142;24139142	24051578;24051578;24051578;24051578;24051578;24051578;24053973;24053973;24053973;24053973;24053973;24053973;24059866;24059866;24059866;24059866;24059866;24061086;24061086;24061086;24061086;24061086;24061086;24063391;24063391;24063391;24063391;24063391;24063391;24063391;24063954;24063954;24063954;24063954;24063954;24063954;24063954;24065792;24065849;24065904;24065849;24065849;24065849;24065840;24067531;24069609;24068167;24069021;24069021;24069021;24069021;24069977;24069977;24069977;24069977;24069977;24071817;24071817;24071817;24071817;24071817;24083350;24083350;24083350;24083350;24083350;24085488;24085488;24085488;24085488;24085488;24088288;24088288;24088288;24092417;24092417;24092417;24092417;24092417;24092417;24093211;24093211;24093211;24093211;24093211;24093211;24094998;24094998;24094998;24094998;24094998;24094864;24096355;24096355;24096355;24096355;24096355;24096355;24096586;24096586;24096586;24096586;24096537;24096586;24107059;24107059;24107059;24107059;24107059;24124607;24124607;24124607;24124607;24124607;24124607;24125692;24125692;24125692;24125692;24125692;24125607;24137800;24137800;24139422;24139297;24139414;24139263;24139275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7773	427	244	588	573	105	136	Fam135a	protein_coding	31.325781	46.915534	47.656562	58.776543	9.8184411	10.516316	-0.58118891	-0.301994	-0.098097968	0.20389603	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000073725.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	24717711;24717741;24717820;24718007;24724478;24724478;24724478;24724478;24732022;24732022;24732022;24743902;24743902;24743902;24745058;24745058;24745058;24746006;24750593;24750593;24753990;24753990;24767627;24767627;24767708;24767723;24770828;24770828;24770828;24770828;24782964;24782964;24782964;24783337;24783337;24783947;24783947;24783947;24783954;24785886;24785886;24785886;24787881;24787881;24787881;24801273;24801273;24801273;24801704;24801704	24717897;24717897;24717897;24718115;24724654;24724654;24724654;24724654;24732082;24732082;24732082;24743999;24743999;24743999;24745125;24745125;24745125;24746132;24750681;24750681;24754063;24754063;24767752;24767752;24767752;24767752;24770980;24770980;24770975;24770980;24783439;24783028;24783028;24783439;24783439;24784029;24784051;24784051;24784051;24786035;24786035;24786035;24787959;24787959;24787959;24801474;24801364;24801364;24805382;24804529	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5960	562	102	264	225	801	498	Lmbrd1	protein_coding	41.229717	19.612232	21.396824	23.079794	74.900679	38.508276	1.0680884	-0.10874428	0.95799353	1.0667378	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000048874.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30841420;30841423;30842627;30845250;30845250;30845286;30847804;30847804;30847804;30847804;30849764;30849764;30849764;30850853;30850853;30850985;30852098;30852098;30852098;30852652;30853041;30853041;30854396;30855549;30855549;30855549;30859162;30859162;30859162;30859162;30859307;30859764;30859764;30859764;30859764;30859764;30860139;30860212;30860212;30860212;30860212;30860212;30863291;30863291;30863291;30863291;30863291;30863497;30868512;30868924;30868924;30870286;30876186;30876186;30876186;30902068;30902068;30902068;30902068;30902068;30902151;30911733;30912104;30912659;30912659;30912659;30912659;30912659	30845023;30845023;30845445;30845445;30845445;30845445;30848186;30847893;30847893;30847893;30849911;30849793;30849911;30851048;30851048;30851048;30852616;30852233;30852233;30853172;30853172;30853172;30855665;30855665;30855665;30855665;30859318;30859318;30859318;30859318;30859318;30859908;30859908;30859908;30859908;30859908;30862924;30860395;30860395;30860395;30860395;30860395;30863600;30863600;30863600;30863600;30863600;30863600;30869824;30870640;30870640;30870640;30876347;30876347;30876347;30902336;30902151;30902336;30902337;30902336;30902336;30912556;30912333;30912975;30912885;30913002;30912776;30912662	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14190	4341	1396	4079	3821	1051	1681	Phf3	protein_coding	318.46655	268.41839	330.59713	391.9462	98.27792	129.98476	0.24657391	-0.24551313	-0.40304553	-0.1575324	True	0.1	True	True	True	True	True	True	20-50%	False
